YEATS4	VPS72	1.0
NME2	SOD1	0.924004
NAP1L4	RPL35	0.923997
NOP58	RPL27	0.9239809999999999
SEPT7	SEPT8	0.9239620000000001
RPL5	NAT10	0.923961
KRI1	DDX27	0.9239290000000001
TPM1	MYH6	0.9239209999999999
MKI67	NOP56	0.9239149999999999
ENSG00000243678	SOD1	0.923911
CHTF18	PHOSPHO1	0.9238959999999999
PSMD5	PSMC3	0.923889
FKBP6	CDC37L1	0.923847
MRPL18	MRPL55	0.923825
COPB2	COPG2	0.9238149999999999
RRP8	DHX30	0.923774
NSD2	ZC3HAV1	0.923774
DHX30	MPHOSPH10	0.923774
SRSF6	DDX46	0.9237690000000001
PPP2R1A	PPP2R2D	0.923759
ATP6V1C2	ATP6V1G2	0.9237549999999999
PRPF3	PLRG1	0.9237350000000001
BAK1	MCL1	0.9236989999999999
PPP2R1A	FAM122A	0.9236770000000001
NACA	BTF3	0.9236260000000001
NOP2	KNOP1	0.923617
THG1L	PACSIN2	0.923581
SERBP1	RACK1	0.923493
PAK1IP1	GNL3	0.923485
BRMS1	ARID4A	0.923436
ARID4A	SUDS3	0.923436
NVL	PAPD5	0.923415
PDCL	CCT8	0.923367
MED24	CDK19	0.923328
ZC3HAV1	EBNA1BP2	0.923285
SMC2	NCAPH2	0.923242
SURF6	RPF2	0.9232229999999999
ABCA2	PON2	0.923185
MUC5B	ICE2	0.9231809999999999
HTRA1	TMEM25	0.923169
GNL3	PES1	0.9231659999999999
ENSG00000215472	RPL22	0.9230940000000001
MRPL10	MRPL12	0.92309
RRP9	IMP3	0.923054
DDX18	NOP56	0.923047
EXOC4	EXOC6	0.9230370000000001
PAK1IP1	RPL15	0.9230079999999999
NIP7	ZC3HAV1	0.9229719999999999
ZNF512	LIN28B	0.9229649999999999
ANAPC7	ANAPC5	0.9229649999999999
STAU1	RBM28	0.922953
RPL7L1	DHX30	0.9229440000000001
PMF1	SPC24	0.9229360000000001
POLR2C	GPN1	0.9228649999999999
FBXL19	PSME3	0.9228649999999999
PSMD5	PAAF1	0.922845
RPL23	G3BP1	0.922831
U2AF1L5	RBM39	0.922761
DDX50	DDX31	0.9227479999999999
NUDT21	P3H1	0.922724
BUD31	LSM6	0.9227139999999999
ANAPC15	CFAP97	0.922688
ZBTB25	CARNMT1	0.9226770000000001
RPL10	USP10	0.922665
AKR1C3	AKR1C4	0.9226479999999999
RPL7	RPL3L	0.922631
PEBP1	GAPDH	0.922599
SURF6	RPS5	0.9225690000000001
DDX31	NOP16	0.922535
PAK1IP1	RPS13	0.922508
PEAK1	CRKL	0.922458
BCL7C	SMARCE1	0.9224530000000001
MYH2	TPM1	0.9223979999999999
NOP16	54865	0.9223399999999999
TTC14	SRSF1	0.922301
PSMC4	PSMD2	0.922264
SLC1A3	KCTD5	0.922241
SPATS2	HNRNPU	0.922233
GNB4	GNAQ	0.922117
CELA2B	RPUSD2	0.922092
GET4	RNF126	0.922076
TPR	SRSF5	0.922055
RPS14	SND1	0.922053
TSG101	VPS37C	0.9220440000000001
RRP12	CCDC137	0.922041
GNL2	NOC3L	0.922025
GLYR1	SURF6	0.922025
RPL27	HSP90AB1	0.922011
RPL13A	ZC3HAV1	0.9218569999999999
IQCE	TTC23L	0.921819
MRPS5	MRPS18B	0.921811
KIAA1524	XPO4	0.921811
ZNF771	DHX30	0.921782
KNOP1	DHX30	0.921782
DDX50	KNOP1	0.921782
CCDC137	ZC3HAV1	0.921782
NOL12	PAPD5	0.9217719999999999
RPL23	TUFM	0.9217639999999999
PXN	RABGGTB	0.9217549999999999
ENSG00000108294	PSMB10	0.9217360000000001
RPL18	PABPC1	0.9217110000000001
KLHDC4	CROT	0.9217110000000001
LHPP	HDHD2	0.921652
CCNB1	CDKN1B	0.921651
SRP72	MRM3	0.9216190000000001
SRRT	EIF2S2	0.921592
MKI67	NPM1	0.9215909999999999
PRKCI	PARD3	0.9215639999999999
PSMD9	PSMD13	0.921533
RPS6	PABPC1	0.921532
RPL31	SSB	0.9214040000000001
SEC23A	SEC31A	0.9213549999999999
NPM1	USP10	0.921336
DEPDC5	ZNF414	0.921325
CACTIN	RAB43	0.921323
IGF1R	INSR	0.921316
PCGF6	L3MBTL2	0.921307
RPL13A	RRP15	0.9213
RPLP1	RPLP0	0.921292
RBM39	ENSG00000146963	0.921266
DHX57	DHX30	0.9212020000000001
SPIN4	SPIN2B	0.9211530000000001
SRPK1	RPL7	0.921149
NOP2	LIN28B	0.921142
LIN28B	RPL26	0.921142
PA2G4	RPS11	0.9211290000000001
VTI1A	STX6	0.9210729999999999
CLOCK	CIPC	0.921026
SCFD1	ZW10	0.920998
EIF2S1	FBL	0.9209620000000001
HIST1H1D	RPS13	0.920956
TTC39A	P2RY12	0.9209290000000001
KIR2DS2	BPIFA2	0.9209290000000001
MCM6	MCM2	0.9209149999999999
MBD3	MBD2	0.9208770000000001
MTERF3	MRPL47	0.9208649999999999
RSL1D1	RPF2	0.920847
RSL1D1	LLPH	0.920847
RSL1D1	GAR1	0.920847
PURA	LLPH	0.920847
MRPS31	MRPS25	0.9207989999999999
HNRNPH1	HNRNPH2	0.920796
RPL5	SLC25A3	0.9207790000000001
CHD3	CDK2AP1	0.920766
NAP1L4	RPL10A	0.920745
DAB2	STON2	0.9207280000000001
PSMC2	PSMC3	0.920666
PSME4	PSMB7	0.9206639999999999
MED10	CCNC	0.92055
RPS25	G3BP1	0.92053
FRMD8	83957	0.9205270000000001
REXO4	EBNA1BP2	0.9205049999999999
RPL31	RPL26	0.920501
SRSF4	PRPF4B	0.920481
PAK1IP1	RPL13A	0.920426
MRPL23	MRPL14	0.9204180000000001
NUP205	NUP43	0.920406
SMR3B	UBTD2	0.9202940000000001
QTRT2	QTRT1	0.920272
RPS18	NSUN2	0.920257
MRPL20	MRPL11	0.9202540000000001
NIFK	NOC2L	0.9202170000000001
ZNF22	RPL26	0.9201739999999999
PALM2	FPGS	0.9201590000000001
RBPJ	NOTCH1	0.920143
NUP205	NUP160	0.9201090000000001
U2AF1L5	SRSF6	0.920105
EEF1G	YBX1	0.920093
NOLC1	RPL27A	0.92007
PRPF6	ENSG00000146963	0.920067
AKR1D1	MDH2	0.92001
DHX15	THOC2	0.919959
MRPL4	MRPL54	0.919956
TIA1	MDH2	0.9199290000000001
POP1	ZNF512	0.9199229999999999
RPL9P7	NACA2	0.9199200000000001
IFT57	IFT20	0.9198940000000001
KDM1A	HMG20B	0.919858
CCDC137	MRTO4	0.9198430000000001
AP2A1	BMP2K	0.9197860000000001
THBS3	FANCB	0.9197690000000001
MCOLN3	MCOLN2	0.9197690000000001
SLC25A3	RPL22L1	0.919689
RPS2	PABPC1	0.919675
RPL35A	RPL26	0.9196540000000001
CEP76	FHL5	0.9196290000000001
PRPF3	TFIP11	0.9195840000000001
SLC25A5	CANX	0.9195530000000001
PURA	RPS5	0.9195450000000001
NKRF	PURA	0.9195450000000001
KRR1	PURA	0.9195450000000001
RUNDC1	CCDC183	0.919537
YBX3	RPL23	0.919523
ESRRB	ESRRA	0.919501
MED16	MED7	0.9194559999999999
NKRF	SURF6	0.9194030000000001
ATP6V1B2	ATP6V1A	0.919402
USP46	DMWD	0.9193969999999999
MRPL11	MRPL38	0.919335
SGF29	RAB11FIP5	0.919325
MRPS31	MRPS11	0.919325
RPL22L1	RPL21	0.919283
PPP2R1A	PPP2R5C	0.9192319999999999
SRP14	RPS7	0.9191860000000001
REXO4	MYBBP1A	0.919169
RPL13A	KRI1	0.919165
CSNK2A1	PAF1	0.9191290000000001
ADNP	ZNF524	0.91912
FAM45A	CCDC22	0.919075
STAU1	SURF6	0.919056
STAU1	PPAN	0.919056
STAU1	54865	0.919056
RRS1	MYBBP1A	0.919056
PPAN	MOV10	0.919056
NSA2	MYBBP1A	0.919056
KRI1	54865	0.919056
HP1BP3	RRS1	0.919056
GNL2	BOP1	0.919056
RPRD1B	POLR2G	0.9190280000000001
RIPK1	NTAN1	0.919019
PSMF1	PSMB7	0.918992
PSMD8	PSMD2	0.9189579999999999
TRA2B	THRAP3	0.918939
NAA50	PAK1	0.918932
LYPD6	TMEM68	0.918847
TRAPPC6B	BCL2L14	0.9188120000000001
MED6	MED23	0.9188040000000001
ZC3H18	PNN	0.918773
MRTO4	DHX30	0.9187629999999999
RPS24	MRTO4	0.918761
TCEAL1	GPSM2	0.9187420000000001
ZC3HAV1	PAPD5	0.9187360000000001
NOC3L	FTSJ3	0.918696
ZNF521	RBBP7	0.918687
KPNB1	HNRNPM	0.9186799999999999
CTC1	STN1	0.9186719999999999
MRPL18	MRPL11	0.918658
ZACN	SLC41A3	0.9185770000000001
MED12	MED7	0.918557
ATP6V1C2	ATP6V1B2	0.91855
NUP93	RANBP2	0.918549
AFF4	CCNT1	0.9185450000000001
PAK1IP1	POP1	0.918515
REPS1	AP2M1	0.9184899999999999
POLR2G	CTDP1	0.9184889999999999
ATP5F1	ATP5I	0.918488
ZNF512	CCDC137	0.9184549999999999
RPL13A	SLC25A5	0.9184370000000001
TGS1	FBL	0.9184129999999999
RPL17	CCDC137	0.9183690000000001
SERBP1	RPL7A	0.918357
MED28	MED19	0.918336
MED19	MED9	0.9183309999999999
EEF1B2	HSP90AB1	0.91832
TRMT10C	HSD17B10	0.918314
AP1S2	SYNRG	0.918314
WDR1	FH	0.9183110000000001
USP14	PSMC3	0.9183110000000001
ZNF639	ELP6	0.9183030000000001
RPLP1	PWP1	0.918226
SNRPD2	SRSF5	0.918172
POLR1C	POLR3H	0.918106
RBM34	XRN2	0.9180440000000001
EEF1B2	BTF3	0.9180200000000001
MRPS34	MRPS17	0.918009
PRPF4B	IWS1	0.918004
SURF6	54865	0.9178940000000001
MYBBP1A	54865	0.9178940000000001
RPL11	G3BP1	0.9178850000000001
KPNB1	PRPF8	0.9178620000000001
PPP3CC	NFATC4	0.91786
SF3B3	PHF5A	0.917842
SMNDC1	LSM3	0.917833
SEPT8	CDC42EP4	0.9178290000000001
TCF25	GPRASP2	0.9178129999999999
84311	MRPL21	0.9178129999999999
NAA16	HYPK	0.917811
RPE	DNM2	0.9178059999999999
SLC25A3	ATP5C1	0.917776
MRPL16	MRPL35	0.917752
SRPK1	RPS15	0.917741
SH3BP5	RAB11B	0.917725
CAPZB	ACTR3	0.9177120000000001
MRPL35	MRPL32	0.917646
EXOC8	EXOC4	0.917636
GLRX	CNN3	0.9176190000000001
PGK2	TSFM	0.9175979999999999
NVL	MRTO4	0.917581
SPC25	PMF1	0.917531
CC2D1B	SKAP1	0.9175200000000001
ZNF282	FGL2	0.917507
MRPL42	MRPL18	0.9174709999999999
MAGEA4	MAGEA9B	0.9174329999999999
TRAPPC2L	TRAPPC12	0.9174200000000001
NOL12	PURA	0.917378
TNFAIP1	KCTD13	0.917306
CES3	TMEM25	0.9172809999999999
ZBTB11	GZF1	0.917267
PUM3	MYEF2	0.917267
NUDT21	SF3B4	0.9172620000000001
ENSG00000108270	NOL10	0.917213
SNRPD2	DHX9	0.9171790000000001
SURF6	RPL26L1	0.9171739999999999
MRPL1	MRPL11	0.91715
MRPL16	MRPL11	0.91715
MOB4	PPP2CB	0.917118
RHOG	NT5E	0.917115
MED30	MED4	0.9171100000000001
TESPA1	ITPR3	0.9170870000000001
ZNF22	GZF1	0.9170299999999999
NSA2	GZF1	0.9170299999999999
KRR1	ZC3H8	0.9170299999999999
KRI1	GZF1	0.9170299999999999
RPL17	NOP16	0.917025
GPD1L	ALDOC	0.9169149999999999
COMMD7	COMMD1	0.9169
GTF2IRD1	GTF2IRD2B	0.91689
DDX50	CCDC86	0.9168879999999999
PSMD8	PSMD5	0.9168790000000001
ZBTB11	GNL3	0.916833
ZBTB11	DDX27	0.916833
MRPS10	MRPS23	0.916833
NCL	RPL22	0.9168069999999999
RPS15A	RPF2	0.9167930000000001
NAP1L4	RPL23A	0.9167719999999999
CCT3	TCP1	0.916768
P2RY8	ATP1A4	0.916675
RPL31	EEF1A1	0.916573
RPF1	IMP3	0.916508
MRPS5	MRPS17	0.9164690000000001
PLXNA3	PLXNA1	0.9164610000000001
RACK1	SND1	0.916432
RPS16	NOLC1	0.916427
MRPS30	MRPL35	0.916373
MRPS31	MRPS17	0.916356
GSS	HNRNPH1	0.91632
NUP85	NUP133	0.916309
SSB	RPL7	0.916276
ENSG00000215472	GRWD1	0.916218
GLOD4	SOD1	0.9162100000000001
EEF1B2	RPS11	0.916198
MRPS17	MRPS2	0.91619
CEACAM21	CDON	0.9161389999999999
NDUFA7	NDUFS3	0.9161299999999999
PPP1R11	PPP1CC	0.916112
ARID1B	ACTL6A	0.916084
RANBP2	NUP160	0.916042
MRPS24	MRPS21	0.916014
RCHY1	GINM1	0.9159860000000001
BYSL	RPS8	0.9159719999999999
C7orf50	NOP16	0.9159379999999999
NR2F6	MPPED2	0.915881
BCLAF1	RBM39	0.915848
NOP10	RPS8	0.9158350000000001
MYBBP1A	STAU2	0.915783
MYBBP1A	PES1	0.915783
RPL17	DKC1	0.915741
CCDC86	DDX27	0.9157280000000001
HADHA	RPS5	0.915659
PURA	RBM28	0.9156549999999999
NOC3L	GNL3	0.915637
EEF1B2	PES1	0.9156209999999999
KRI1	GTPBP4	0.9156120000000001
NPM1	ZNF622	0.9156110000000001
TERF2	TERF1	0.9155780000000001
CENPV	NOP56	0.915566
NUP93	NUP107	0.915559
NIT2	GAPDH	0.915545
RPL6	PES1	0.9155110000000001
RPL7	HNRNPU	0.9154979999999999
LMNB1	DHX15	0.915484
MRPL11	MRPL54	0.9154059999999999
NKRF	YTHDC2	0.915309
RRP15	GNL3	0.915251
ZNF22	RBM34	0.91525
ZBTB11	RSL1D1	0.915212
ZBTB11	PURA	0.915212
ODR4	UFSP2	0.915212
JUNB	ADCK5	0.9151739999999999
TPR	DHX15	0.915119
SRRM1	PNN	0.915114
FKBP6	AGAP3	0.915108
NAT10	RPS3	0.9150719999999999
DPF1	SMARCD1	0.9150379999999999
NOP2	CCDC86	0.9149729999999999
RPS6	PUM3	0.9149510000000001
APBB2	OSBPL2	0.914948
RPS16	SND1	0.914889
AFF4	ELL3	0.914861
NOL12	DDX24	0.914842
PABPC1	RPLP0	0.914832
DDX31	RPL7L1	0.9147049999999999
BCLAF1	SRSF3	0.914665
CENPM	CENPO	0.9146620000000001
SRPK1	RPS13	0.914643
MRPL51	MRPL24	0.914633
28755	TAF7	0.9145989999999999
PSMB5	TTF2	0.9145719999999999
C12orf45	CT55	0.91456
RPL22L1	ATP5C1	0.914558
SF3B2	PRPF8	0.9145540000000001
MRPS5	MRPS25	0.914507
MRPL39	MRPL53	0.9144909999999999
ACTB	CAPZA2	0.9144909999999999
NKRF	LARP1	0.9144709999999999
PRPF4	TUT1	0.914449
NOC2L	EBNA1BP2	0.914436
HADHA	RPS25	0.914391
VBP1	PFDN2	0.9143889999999999
SNRNP40	SNU13	0.9143620000000001
REXO4	GNL3	0.9143389999999999
RPS19	MTHFD1	0.91433
MRPL24	MRPL14	0.9143040000000001
C7orf26	INTS8	0.9142790000000001
PSMB4	PSMF1	0.9142620000000001
MRPL55	MRPL19	0.9142020000000001
PPP6R2	PPP6R3	0.914167
MRPL37	MRPL12	0.91414
COMMD5	COMMD4	0.9141090000000001
THRAP3	ENSG00000146963	0.9140739999999999
NAA35	FGL1	0.914069
DDX18	NOP16	0.914068
SRP14	NAP1L1	0.9140459999999999
GPC1	GPR183	0.9140280000000001
RPL18A	UBA52	0.914014
SCN2B	RBFA	0.9139950000000001
CTTN	HNRNPU	0.913962
NPM1	MPG	0.9139430000000001
RANBP2	NUP98	0.9137930000000001
KRR1	KRI1	0.913711
GPN3	POLR3D	0.913618
GPSM1	SAPCD2	0.913566
RPL18A	RPL39	0.9135489999999999
ZNF512	RPL17	0.9135270000000001
MRPL9	MRPL54	0.9135209999999999
USP46	PHLPP1	0.913482
WDR59	SESN2	0.913478
TMOD3	MYO1C	0.9134610000000001
TEP1	TIRAP	0.913414
MYO18A	LRRFIP2	0.913383
DRG1	NTMT1	0.913383
GLYR1	RPL17	0.913381
RPL8	FBL	0.913365
XRN2	RBM28	0.913358
RPS19	RPS17	0.9133290000000001
TPP2	DOK3	0.913315
MED1	MED9	0.91322
TBCK	C12orf4	0.9132170000000001
KRI1	NOP16	0.913171
ACTB	SORBS2	0.9131549999999999
SMC3	WAPL	0.91309
DDX50	GNL3	0.9130459999999999
MRPS30	MALSU1	0.9130440000000001
RPS24	TSR1	0.9129290000000001
PDLIM5	SARS	0.912927
CENPH	ITGB3BP	0.912916
SLC25A6	RPL22	0.9129149999999999
MED31	MED20	0.912882
MED30	MED31	0.912882
RPL26	54865	0.9128280000000001
TP53	MDM4	0.9127940000000001
WBP2	CKMT2	0.912784
PSMG1	PSMA7	0.9127360000000001
PSMG1	PSMA4	0.9127360000000001
PAK1IP1	STAU1	0.912718
RPS13	LLPH	0.9126610000000001
RPS3	RPF2	0.912618
CALR	CALU	0.9126049999999999
RRP15	RPL26	0.912602
BCL7A	SMARCD2	0.912557
MRPL1	SLC25A10	0.912533
E2F6	TFDP1	0.912517
MRPL12	MRPL34	0.9125139999999999
EFNB2	EFNB1	0.912481
NCBP3	THOC6	0.912436
SRRM1	RAN	0.912424
MRPS34	MRPS18C	0.912391
RANBP2	NUP107	0.912364
RCC2	SNRPD2	0.912316
CHM	RAB7A	0.9122870000000001
PHC3	RNF2	0.912277
FKBP1A	PIN1	0.912273
B9D1	TMEM231	0.9121229999999999
RPP25L	IBTK	0.912006
NIFK	DDX31	0.911998
CDC25B	BTRC	0.91195
UTP14A	MPHOSPH10	0.9119440000000001
ABAT	PGM1	0.911889
NIFK	PAPD5	0.9118870000000001
SRRM1	PRPF8	0.9118649999999999
SESN2	WDR24	0.911826
AKR1C1	AKR1C2	0.911819
DRG1	GNL3L	0.91179
HDAC2	CHD4	0.911742
POLR2I	RPRD1B	0.911695
ING2	RBBP7	0.911652
NIP7	LARP1	0.9116139999999999
GALT	UBTD2	0.911565
RBM34	RPLP2	0.911542
PPAN	NOP56	0.911537
STAU1	DDX18	0.911533
STAU1	CCDC86	0.911533
CALML3	INF2	0.911533
NGRN	RCC1L	0.9115260000000001
ZNF629	ZC3H8	0.9115139999999999
STAU1	NSD2	0.9115139999999999
RRP8	RRS1	0.9115139999999999
RRP8	NSA2	0.9115139999999999
PAK1IP1	RRS1	0.9115139999999999
NSD2	RRS1	0.9115139999999999
SSBP3	LMX1B	0.911484
NUDT21	CDC5L	0.911451
TRIB1	STK40	0.911438
RPS29	RPL13	0.911409
LGALS8	SLC35A5	0.911401
RNASEH2C	RNASEH2B	0.911386
GSTO1	TKT	0.911379
CHMP5	TSG101	0.911365
GPM6B	VSNL1	0.9113629999999999
DDX50	CCDC137	0.9113620000000001
RPS16	G3BP2	0.911357
GNL2	NOL12	0.9113469999999999
RPL24	NSUN2	0.9113450000000001
PSMC4	PAAF1	0.911343
RPL5	SSB	0.911335
ENSG00000243678	ENO1	0.911328
VPS8	VPS11	0.9112870000000001
SRSF1	CDC73	0.911283
SRSF7	SRSF11	0.911234
SUDS3	SAP30	0.911219
CDK11A	ANP32E	0.911208
SERBP1	RPL9P7	0.9112
CCNT1	CCNT2	0.911014
SRPK1	RPL11	0.910975
RBM25	SNRPD2	0.910963
PILRA	B4GALNT4	0.9109379999999999
CPSF6	DDX17	0.9109379999999999
ZSCAN32	ZNF394	0.9109360000000001
TRAPPC1	TRAPPC2L	0.9109219999999999
TFG	SPINK5	0.91084
C2CD2	ARHGAP10	0.9107799999999999
RFPL4B	RFPL4A	0.9107780000000001
RSL1D1	STAU2	0.91076
SLC25A3	RPL13	0.9107350000000001
PHB	ATP5B	0.9107350000000001
PA2G4	RPSA	0.9107149999999999
GNL2	TSR1	0.9106629999999999
TADA3	SUPT7L	0.910631
NOC3L	LYAR	0.910587
RPL13A	DHX57	0.910508
WWP2	WWP1	0.910425
RRP8	DDX56	0.910425
PAK1IP1	DDX56	0.910425
LDLRAD4	DPY19L1	0.9104049999999999
SEH1L	NUP133	0.9103969999999999
TCERG1	DDX17	0.910379
ANXA2	CFL1	0.910366
EEF1B2	RPL27A	0.910341
ATP5H	ATP5I	0.9103389999999999
WDR92	URI1	0.9102879999999999
STAU1	NKRF	0.910242
NOL12	FTSJ3	0.910178
NAT10	RPS15	0.9101299999999999
ZNF512	PAPD5	0.91012
RTL6	MAFF	0.910055
SNRPD2	DDX3X	0.909848
BCLAF1	U2AF2	0.909826
IPO8	ZFP1	0.9098129999999999
NCBP3	THOC7	0.909791
XRN2	RPS13	0.909752
SERBP1	RPL27A	0.9097360000000001
SNRPD2	THOC2	0.9097120000000001
PRPF8	PRPF40A	0.909701
MYL12B	MYO18A	0.909682
TEKT2	ACOT11	0.909653
COX20	CCSMST1	0.9096479999999999
GLYR1	EBNA1BP2	0.909645
NOL6	RPLP0	0.909596
RPL26	NSA2	0.909573
LIN28B	IMP3	0.909543
SRRT	DDX17	0.90953
RSBN1L	54865	0.909529
CDK13	FBXO44	0.909515
ZNF22	RPS13	0.909434
RPL37A	TUFM	0.909432
INTS13	INTS6L	0.909416
S100A16	TGM1	0.909415
MRPS21	DAP3	0.909415
INO80D	ACTR5	0.9092950000000001
EEF2	YBX1	0.9092950000000001
ZNF784	RFPL4B	0.9092520000000001
RSL1D1	C7orf50	0.909185
PSMC6	PSMD9	0.909164
TPM1	DLG5	0.909151
CSTF3	PAPOLB	0.9091450000000001
NVL	MYBBP1A	0.909118
CUL5	ELOC	0.909113
PSME2	PSMA1	0.9090719999999999
PSMB2	PSMB3	0.909064
CNOT9	CNOT11	0.909064
NPM1	EMG1	0.909056
NIFK	CCDC137	0.909034
CCDC124	RPS12	0.909018
RYBP	BCORL1	0.909
GLYR1	PES1	0.9089649999999999
HP1BP3	NOC3L	0.9089389999999999
RPL35A	RPL37	0.9089379999999999
CEBPZ	RBM28	0.9088790000000001
PA2G4	RPS26	0.908827
PSMG1	PSMA6	0.908818
IFFO1	XRCC4	0.9088149999999999
TAF5	TBP	0.908803
KIF18A	PPP1CA	0.9087459999999999
NIFK	REXO4	0.908725
RANBP2	GLE1	0.908716
MRPL12	MRPL53	0.908716
EIF2S1	RPS4X	0.9087120000000001
MED11	MED16	0.908691
MED28	MED14	0.9086540000000001
CAPZA2	KIAA1671	0.908623
RPL23A	TSR1	0.908589
GLYR1	NOC3L	0.9085340000000001
EMC10	EMC8	0.908482
EEF1B2	RPL30	0.9084709999999999
TUBA4A	TUBB2B	0.9084479999999999
SF3B1	SF3B5	0.9084399999999999
SF3B1	DDX23	0.9084040000000001
NME2	ENO1	0.9083600000000001
DDX50	RSL1D1	0.908307
NUP85	NUP205	0.9082950000000001
PUM3	RPL31	0.9082600000000001
NOP58	GRWD1	0.9082049999999999
EP300	CITED2	0.908162
FBRS	RING1	0.9081610000000001
SEPT11	CDC42EP4	0.9081389999999999
RPS16	HIST1H1D	0.9081389999999999
CTSA	CTSD	0.9080360000000001
ATP5A1	RPL3	0.9080290000000001
HP1BP3	RRP12	0.907982
AP2S1	AP2B1	0.907941
U2AF2	SRSF2	0.9079290000000001
DDX50	LARP1	0.9078959999999999
ZC3H13	WTAP	0.907868
PCGF2	RYBP	0.9078450000000001
ZSCAN20	ZKSCAN4	0.907826
TUBGCP5	NME7	0.9077459999999999
PFDN4	PFDN2	0.907733
USP3	NT5E	0.9076879999999999
STON2	AP2B1	0.9076420000000001
NOP2	KRR1	0.907641
MRPL42	MRPL28	0.9076209999999999
ENSG00000103426	GLRX3	0.907501
MRPS11	MRPS35	0.9075
DNAJC14	IGSF8	0.907481
FAM209A	UBASH3B	0.9074639999999999
NSA2	GLTSCR2	0.907443
RPS20	G3BP1	0.9074190000000001
RPL13	ATP5C1	0.9074059999999999
SNRNP200	WBP11	0.907386
MRPL11	MRPL10	0.9072889999999999
SNU13	DDX17	0.907256
RRP9	54865	0.907209
APOF	GALNT4	0.9072030000000001
KBTBD7	TEFM	0.907148
RPS8	TUFM	0.907114
HLA-DPA1	HS3ST3B1	0.907113
GADD45GIP1	MRPL14	0.9070729999999999
TRA2A	SRSF3	0.9070600000000001
ZC3HAV1	RRS1	0.9070590000000001
STAU1	ZC3HAV1	0.9070590000000001
MRPL57	MRPL22	0.9070590000000001
EXOSC9	C1D	0.9070590000000001
RANBP2	NDC1	0.907055
UBE3D	MEMO1	0.90699
ADAMTS12	FKBP9	0.906909
SMC5	NSMCE2	0.9069010000000001
UQCRB	UQCRC1	0.9068709999999999
LHX6	NUDT22	0.906848
LUC7L	PRPF4B	0.906847
TRA2B	RBM39	0.9068379999999999
RPS16	HIST1H1C	0.9068290000000001
SLU7	RAB43	0.906827
TRA2A	THRAP3	0.906825
MRPS2	MRPS25	0.9068120000000001
ZNF668	RPL7L1	0.9068
MRPS18C	MRPS28	0.9068
SSB	RPS15A	0.906776
RPL19	RBM34	0.906767
VPS4A	ZFYVE19	0.9067430000000001
SNU13	SRRT	0.906741
TPM1	MYO1B	0.906732
BRD7	ARID1A	0.906708
EEF1G	RPL26	0.9066700000000001
FABP7	GOT2	0.9066540000000001
PHF5A	SNRPB2	0.906553
KRR1	GTPBP4	0.906507
CALML3	MYO1E	0.9065059999999999
GTF3C5	GTF3C2	0.9064989999999999
MRPL55	MRPL10	0.9064959999999999
INTS9	INTS5	0.906415
GPT2	FH	0.9064129999999999
PWP1	GNL2	0.9063680000000001
BORCS8	BORCS6	0.9063479999999999
POP1	RPL7L1	0.906344
SRSF1	PPHLN1	0.906317
ERGIC3	ERGIC2	0.9062959999999999
DDX5	ENSG00000146963	0.9062889999999999
MRPL23	MRPL51	0.906277
USE1	NBAS	0.906256
RBM25	SRSF7	0.9062379999999999
DCN	KLHL17	0.906207
ZNF512	GAR1	0.9061879999999999
CTCF	ZNF512	0.9061879999999999
RPS16	HSP90AB1	0.906178
HSPH1	TUSC2	0.906078
ABI1	BAIAP2	0.906007
DNAJB8	DNAJB2	0.9059959999999999
LARP1	TSR1	0.9059860000000001
RPL13A	YTHDC2	0.9059780000000001
PTGFR	DNAJC5	0.905963
NUP43	NUP153	0.9058870000000001
HP1BP3	STAU2	0.905863
KPNB1	SNRPD1	0.905818
RPL19	NOLC1	0.905769
TRAPPC2L	TRAPPC8	0.9057569999999999
MYO1C	MISP	0.905749
PUM3	CCDC137	0.905731
MISP	MYH9	0.9056780000000001
CEP170	PCYT1A	0.905639
GEMIN7	GEMIN8	0.905611
SEPT10	CDC42EP4	0.905601
PSME3	SNAPC1	0.905546
ATP6V1B2	ATP6V1E1	0.9055340000000001
MPP3	LIN7C	0.9055200000000001
FAM60A	BRMS1	0.9054969999999999
TOP2B	RPL10	0.905494
RPL7A	NSUN2	0.905458
DIMT1	RPS15A	0.905451
NOP56	RPF2	0.9054399999999999
CD96	HSPA1B	0.905401
TMOD3	ACTG1	0.9053899999999999
FOXR2	MYC	0.9053629999999999
EEF2	RPL27A	0.9053549999999999
AP5M1	AP5B1	0.9053200000000001
VSIG8	LRRC15	0.905314
LIN28B	RPS24	0.905314
CTCF	LIN28B	0.905314
FAM92A	MBIP	0.9053100000000001
NAT10	GNL3	0.9052889999999999
SERBP1	RPS19	0.9052790000000001
RBM34	PURA	0.9052469999999999
PUF60	KPNB1	0.9052379999999999
TMEM209	UBE2I	0.90514
CORO1B	SPTBN1	0.905069
RSL1D1	DHX57	0.905051
MAPRE1	CLASP2	0.9049659999999999
NAP1L4	NPM1	0.904954
BAHD1	HIST1H2BA	0.9049280000000001
ATP6AP2	CCDC115	0.9048719999999999
MED28	MED27	0.904849
TRIM9	KRT40	0.9048120000000001
FCN1	SUSD5	0.904803
EEF1B2	EEF1A2	0.90479
KNOP1	GTPBP4	0.904775
GTPBP4	ZNF771	0.904775
WDR34	DYNLRB1	0.904751
SLC25A6	RPL30	0.9047069999999999
RPS6	RPF2	0.9046370000000001
